,Default,Limit,Sex,Education,Marriage,Age,Debt1,Debt2,Debt3,Debt4,Debt5
24834,1,350000,Male,Graduate,Single,30,416,832,1248,0,0
24835,0,360000,Male,Graduate,Married,39,0,0,0,0,0
24836,0,260000,Male,University,Married,37,129380,125448,129040,125398,129247
24837,0,100000,Male,Graduate,Single,28,6042,7141,6241,7441,11536
24838,0,200000,Male,Graduate,Single,28,59596,55066,49505,43505,41505
24839,0,30000,Male,University,Single,38,26655,25011,24011,22459,21334
24840,0,160000,Male,Graduate,Single,46,0,0,0,-4,0
24841,0,370000,Male,University,Single,36,22618,30534,45925,39801,41531
24842,0,380000,Male,University,Married,43,19274,45357,238110,0,-481
24843,0,210000,Male,High_School,Single,37,0,-526,-366,-841,-1735
24844,0,90000,Male,University,Single,44,39824,40637,39604,35028,35949
24845,0,210000,Male,University,Married,42,0,0,0,0,0
24846,1,120000,Male,Graduate,Single,30,0,0,0,0,0
24847,0,500000,Male,Graduate,Married,46,55673,81660,57784,-3797,-928
24848,0,390000,Male,University,Married,48,3315,4591,3968,32870,31849
24849,0,310000,Male,Graduate,Single,32,-22,-64,-63,-103,-170
24850,0,280000,Male,Graduate,Married,32,250099,272434,266271,259955,255599
24851,0,200000,Male,Graduate,Married,41,0,1802,3604,0,0
24852,0,50000,Male,University,Married,38,37521,35269,34176,35063,32117
24853,0,500000,Male,University,Married,42,-205,-22,-126,-61,-52
24854,0,30000,Male,University,Single,49,19756,20919,22143,23067,26592
24855,1,50000,Male,University,Single,35,25235,25032,47017,45966,22920
24856,1,210000,Male,University,Single,47,-18501,-84500,-70697,-163,-163
24857,0,150000,Male,Graduate,Married,41,0,-8,6572,0,0
24858,0,230000,Male,University,Married,36,98257,107555,186732,193690,209806
24859,0,200000,Male,Graduate,Single,38,0,0,0,-276,-4
24860,0,200000,Male,Graduate,Single,38,4536,0,0,-49,-7
24861,1,330000,Male,University,Married,38,152516,151072,147962,169259,169959
24862,0,70000,Male,University,Married,37,46774,46828,62768,68378,67010
24863,1,100000,Male,University,Married,41,0,6427,0,0,-8
24864,0,130000,Male,University,Married,34,92860,96936,124503,121915,126337
24865,1,90000,Male,University,Single,35,-675,0,941,1682,0
24866,0,150000,Male,Graduate,Married,36,0,-1264,-1264,-632,-316
24867,0,230000,Male,University,Married,35,-1231,-1322,5687,19408,19581
24868,0,80000,Male,Graduate,Single,38,7276,10426,17350,21864,16117
24869,0,100000,Male,University,Married,36,19600,26351,35234,73561,34825
24870,1,170000,Male,Graduate,Married,37,161395,159755,162608,172490,168847
24871,0,310000,Male,Graduate,Married,43,-154,-890,-626,-1255,261
24872,0,160000,Male,University,Single,36,0,0,0,0,0
24873,1,70000,Male,University,Married,36,33857,31557,32100,29528,30015
24874,0,500000,Male,Graduate,Married,37,53394,46946,48192,45783,-28952
24875,0,50000,Male,University,Married,46,48402,0,0,0,0
24876,1,410000,Male,University,Married,46,73793,74964,70456,72083,69943
24877,0,120000,Male,Graduate,Single,32,19629,47880,91290,72124,67538
24878,1,20000,Male,Graduate,Single,30,19399,19363,21780,22469,-1793
24879,0,310000,Male,University,Married,40,27246,28454,29594,10944,11440
24880,0,90000,Male,University,Married,36,9176,-120,0,0,21776
24881,0,200000,Male,Graduate,Married,43,129785,130244,131423,135714,139462
24882,0,360000,Male,Graduate,Single,30,4789,2818,624,-92,-27
24883,0,350000,Male,Graduate,Single,29,0,0,0,20750,16256
24884,0,20000,Male,University,Married,34,18446,18704,19162,16446,14381
24885,0,260000,Male,Graduate,Married,37,0,0,-200,-200,-200
24886,1,110000,Male,University,Married,42,-23,49873,71515,104177,103329
24887,0,140000,Male,Graduate,Single,32,109399,111387,99218,95468,89047
24888,0,310000,Male,High_School,Single,34,138379,134659,160942,172103,182484
24889,0,170000,Male,University,Married,40,156036,158294,151071,147242,144259
24890,0,80000,Male,Graduate,Single,30,45442,63762,2652,17386,18134
24891,0,410000,Male,University,Married,46,0,-817,-15,0,0
24892,0,130000,Male,University,Single,38,19896,20225,18458,17276,16374
24893,0,260000,Male,Graduate,Married,39,9085,8884,7884,6884,5884
24894,0,500000,Male,Graduate,Single,40,-132,-13,18,-100,-6
24895,0,160000,Male,University,Married,43,0,0,0,0,0
24896,0,180000,Male,University,Married,33,32223,30524,31335,33855,33871
24897,0,70000,Male,High_School,Single,34,25715,25134,23559,22468,21449
24898,0,50000,Male,University,Single,35,-259,0,0,0,0
24899,1,90000,Male,Graduate,Single,32,63759,67169,65826,64509,128132
24900,1,210000,Male,University,Single,32,31201,33308,67616,90792,98881
24901,0,210000,Male,Others,Married,31,-22072,89399,122046,119603,190591
24902,0,360000,Male,University,Married,32,-37,16142,32542,0,-8
24903,0,280000,Male,Graduate,Single,30,112232,109235,104596,102380,99055
24904,0,160000,Male,Graduate,Single,31,109991,107790,105634,103521,106351
24905,0,200000,Male,University,Married,32,-14,-13,-10,-15,-10
24906,0,50000,Male,University,Single,32,43650,42777,43562,44741,45734
24907,1,400000,Male,High_School,Married,33,957,954,863,2186,699
24908,0,210000,Male,Graduate,Single,32,-2,-2,-16,-11,-2
24909,0,440000,Male,Graduate,Single,33,0,0,0,0,0
24910,0,380000,Male,High_School,Married,34,-14,-7,-19,-14,-12
24911,0,120000,Male,Graduate,Single,33,642,890,972,347,990
24912,1,110000,Male,Graduate,Married,33,-200,-200,-200,-200,46200
24913,1,110000,Male,University,Married,34,55704,53437,54984,57156,52046
24914,0,360000,Male,Graduate,Married,34,0,0,-8,-113,0
24915,1,200000,Male,Graduate,Others,47,134973,132486,181146,191294,195980
24916,1,200000,Male,University,Single,36,154760,153291,150825,148155,125968
24917,0,50000,Male,University,Single,35,23157,22694,44577,47729,45538
24918,0,400000,Male,Graduate,Married,38,-92,-725,-407,-920,-271
24919,0,150000,Male,Graduate,Single,41,0,0,0,0,990
24920,0,430000,Male,Graduate,Married,39,0,-778,305460,10603,-4815
24921,0,170000,Male,Graduate,Married,35,-21,-21,-21,-21,-21
24922,0,300000,Male,Graduate,Married,42,12680,8994,22913,25072,19184
24923,0,500000,Male,Graduate,Single,36,8161,5370,3749,17669,31471
24924,0,230000,Male,University,Married,34,79914,78311,78607,116232,129206
24925,0,50000,Male,University,Married,47,17925,17566,46566,47497,48622
24926,1,50000,Male,University,Single,44,18404,16535,15535,14535,14780
24927,0,220000,Male,Graduate,Single,35,0,0,0,0,0
24928,0,500000,Male,University,Married,39,0,0,0,0,-3
24929,0,350000,Male,University,Married,38,65546,71313,69629,67801,69318
24930,0,200000,Male,Graduate,Married,44,0,0,0,0,0
24931,0,30000,Male,High_School,Single,35,25526,25525,24537,22357,26358
24932,0,180000,Male,High_School,Married,36,0,-9,-6,0,0
24933,0,50000,Male,University,Married,42,10472,10008,9037,8600,8287
24934,0,80000,Male,Graduate,Married,44,0,686,0,0,0
24935,0,270000,Male,Graduate,Married,39,38699,39637,-62,3484,2968
24936,0,310000,Male,Graduate,Married,39,0,0,0,-430,0
24937,1,450000,Male,Graduate,Married,37,397105,389068,380955,373336,379442
24938,1,210000,Male,Graduate,Married,40,97559,110114,120018,127301,136669
24939,0,300000,Male,University,Married,39,106549,106723,110765,110820,110406
24940,0,60000,Male,University,Married,38,54458,57048,60559,64405,66123
24941,0,360000,Male,Graduate,Single,36,0,0,0,-675,-350
24942,0,280000,Male,Graduate,Married,34,0,0,0,0,0
24943,1,150000,Male,Graduate,Married,40,-26698,33815,49780,90774,119389
24944,0,260000,Male,University,Married,42,0,0,0,0,0
24945,0,150000,Male,Graduate,Single,39,0,0,0,-10,-60
24946,0,180000,Male,University,Single,37,71007,68685,66965,64052,60418
24947,0,120000,Male,Graduate,Married,43,0,0,0,0,0
24948,0,200000,Male,Graduate,Married,42,156428,130000,127290,130952,122114
24949,0,130000,Male,Graduate,Single,43,43969,42840,61214,56318,118223
24950,0,50000,Male,University,Married,35,45424,46790,44789,43696,44411
24951,0,430000,Male,Graduate,Married,35,0,0,0,0,0
24952,1,30000,Male,University,Single,30,23536,29271,28122,27072,-174
24953,1,60000,Male,University,Single,30,8384,7529,6462,5433,4183
24954,0,180000,Male,Graduate,Single,29,0,0,0,0,0
24955,0,360000,Male,High_School,Single,31,3930,3730,0,238,0
24956,0,60000,Male,University,Single,31,707,-657,35493,32861,52469
24957,0,100000,Male,Graduate,Single,31,-4,0,-22,-71,-104
24958,0,80000,Male,University,Single,48,38103,37104,46108,73448,72124
24959,0,240000,Male,Graduate,Single,34,5128,0,0,37994,30286
24960,0,40000,Male,Graduate,Single,35,0,0,0,0,0
24961,0,80000,Male,University,Single,35,41385,60969,69710,68239,68536
24962,1,120000,Male,Graduate,Married,48,0,0,0,0,0
24963,0,280000,Male,Others,Married,42,-127,-3,-23,-34,-20
24964,0,210000,Male,Graduate,Married,41,0,0,0,0,0
24965,0,70000,Male,University,Single,38,16137,15814,19614,48614,47614
24966,1,160000,Male,Graduate,Single,37,72692,64763,66841,65490,61381
24967,0,260000,Male,Others,Married,47,0,0,0,0,0
24968,1,100000,Male,Graduate,Single,37,43265,42577,37792,36780,37688
24969,1,80000,Male,University,Single,36,50260,48737,47670,48781,47653
24970,0,140000,Male,University,Married,44,0,664,-12,-12,0
24971,0,100000,Male,University,Single,40,-2,-2,-2,-10000,-1000
24972,0,50000,Male,Graduate,Married,37,0,0,0,-500,28400
24973,0,20000,Male,University,Single,35,16605,16029,16605,15574,14533
24974,0,240000,Male,Graduate,Married,35,143219,143719,148164,162666,175744
24975,0,90000,Male,University,Married,44,19704,19228,18154,17154,16141
24976,0,420000,Male,University,Married,38,178652,175085,298587,292702,287239
24977,0,500000,Male,University,Single,33,117784,110948,104211,94651,129318
24978,0,350000,Male,Graduate,Single,33,118743,160080,192426,-5,-46
24979,0,50000,Male,University,Married,43,3307,2361,41801,40096,39059
24980,0,80000,Male,Graduate,Single,40,39994,39040,37079,36112,-98
24981,0,200000,Male,Graduate,Married,42,0,0,0,0,0
24982,0,240000,Male,Graduate,Married,43,74377,70425,69016,67636,66273
24983,0,30000,Male,University,Single,44,0,0,0,0,0
24984,0,50000,Male,High_School,Others,39,18382,18651,24496,24436,30636
24985,0,290000,Male,University,Married,46,-150,7536,7386,0,19049
24986,0,20000,Male,High_School,Married,38,18522,18152,17152,0,10227
24987,0,330000,Male,University,Married,45,88267,89688,87894,86136,84413
24988,1,10000,Male,Graduate,Single,36,9481,9425,9919,10425,8306
24989,0,370000,Male,Graduate,Married,45,143281,138637,131002,127782,119885
24990,0,80000,Male,Graduate,Single,43,72649,71328,70713,69727,81972
24991,0,340000,Male,University,Married,40,147499,146147,144153,141270,139374
24992,1,500000,Male,Graduate,Married,31,881,0,0,0,0
24993,0,460000,Male,Graduate,Married,49,278949,279029,280116,281807,282798
24994,1,50000,Male,University,Single,43,16926,16587,47817,46817,45817
24995,0,160000,Male,Others,Married,44,112472,111341,141781,149724,148202
24996,1,80000,Male,University,Married,47,74336,71321,69895,71691,67099
24997,0,210000,Male,High_School,Single,48,-42,-342,-342,90689,195416
24998,0,30000,Male,High_School,Married,35,22327,20268,18119,23168,26182
24999,1,30000,Male,University,Single,37,25810,-1915,27475,26475,30802
25000,0,410000,Male,Graduate,Married,38,0,0,0,0,0
25001,1,260000,Male,University,Single,35,-4756,1353,270059,290680,387783
25002,0,50000,Male,University,Married,40,10922,9753,10143,7353,8653
25003,0,360000,Male,High_School,Married,37,0,0,0,0,0
25004,0,50000,Male,High_School,Married,49,14543,16780,46690,45076,47070
25005,0,220000,Male,Graduate,Married,40,2673,2164,-203,-326,534
25006,1,30000,Male,High_School,Single,50,17895,32170,36369,40597,46868
25007,1,230000,Male,University,Single,50,29312,24803,23803,22185,23027
25008,0,20000,Male,High_School,Married,50,17491,18063,18644,17225,17797
25009,0,500000,Male,University,Married,45,-125,-36,-154,-92,-81
25010,0,50000,Male,Graduate,Single,34,1723,21464,35001,35875,32942
25011,0,440000,Male,University,Married,49,0,0,0,0,0
25012,0,140000,Male,Graduate,Married,50,92132,89170,87387,85365,82160
25013,0,480000,Male,Graduate,Married,49,-174,-166,-5085,-220,-220
25014,1,20000,Male,University,Single,53,17150,16150,15330,13732,16733
25015,0,170000,Male,University,Married,52,0,0,0,0,1990
25016,0,260000,Male,University,Married,54,207000,207926,206218,204383,204651
25017,1,140000,Male,Graduate,Single,50,0,0,0,0,780
25018,0,100000,Male,High_School,Married,49,0,0,0,0,0
25019,0,220000,Male,High_School,Married,65,0,-7,0,-403,0
25020,0,160000,Male,High_School,Married,61,0,390,0,0,0
25021,0,20000,Male,University,Married,50,2840,0,0,0,12161
25022,1,210000,Male,High_School,Married,50,0,0,0,0,0
25023,0,60000,Male,High_School,Married,50,0,0,-2,0,0
25024,1,190000,Male,Graduate,Married,50,38708,37888,37127,36251,35243
25025,0,500000,Male,Graduate,Single,51,81805,78150,75494,74726,72952
25026,0,20000,Male,University,Single,50,11835,11530,10527,10016,8483
25027,0,460000,Male,Graduate,Married,51,13317,116087,125943,137575,158454
25028,0,460000,Male,High_School,Married,61,3401,-103,-75,-130,-53
25029,0,300000,Male,High_School,Married,56,106093,100769,149911,241181,261582
25030,0,490000,Male,University,Married,57,60330,60804,61152,59268,58083
25031,0,90000,Male,University,Married,58,46791,48729,48580,83888,82218
25032,1,70000,Male,High_School,Married,55,23250,23636,21826,22202,19856
25033,1,20000,Male,University,Married,55,18273,18290,17680,17070,16448
25034,0,20000,Male,University,Married,61,-780,-1610,0,0,390
25035,1,10000,Male,High_School,Single,61,9445,9774,8774,8038,7302
25036,0,420000,Male,Graduate,Married,53,-2,-11,-67,-60,-16
25037,0,200000,Male,University,Married,54,0,-6,-1,-9,-139
25038,0,500000,Male,Graduate,Single,58,108760,119369,121544,125723,189616
25039,0,150000,Male,Graduate,Married,55,73750,75554,144231,142186,139327
25040,0,50000,Male,High_School,Single,58,18893,19449,18429,30000,42450
25041,0,180000,Male,University,Married,63,51068,49903,48903,47835,46835
25042,0,20000,Male,University,Single,52,0,0,15470,13470,13250
25043,1,150000,Male,University,Married,52,139981,142241,137050,132730,128286
25044,0,50000,Male,High_School,Married,60,29175,28974,48974,47974,50062
25045,0,130000,Male,University,Married,54,46731,46622,50808,55600,60099
25046,0,370000,Male,Graduate,Single,52,28330,34565,39922,62225,124804
25047,1,360000,Male,University,Married,58,-6,-5,-23,-25,-33
25048,1,100000,Male,High_School,Married,54,69424,71105,57823,44526,36041
25049,0,50000,Male,High_School,Single,54,19043,19044,77234,75624,74014
25050,1,200000,Male,High_School,Single,61,0,0,0,0,270
25051,0,400000,Male,High_School,Married,53,17089,-11529,19807,16262,13930
25052,0,20000,Male,University,Married,56,18598,18608,17998,17388,16778
25053,1,500000,Male,Graduate,Married,55,4957,4957,4957,4957,4957
25054,1,20000,Male,University,Single,49,0,0,16534,17579,17459
25055,0,240000,Male,Others,Married,50,185585,182891,231211,226353,232499
25056,0,210000,Male,University,Single,52,0,-34,-103,-2,-27
25057,0,130000,Male,University,Single,54,63416,62312,90621,88576,87255
25058,0,130000,Male,High_School,Single,49,-67,11209,9884,14364,17346
25059,1,360000,Male,Graduate,Married,49,2500,0,-200,-200,-200
25060,0,50000,Male,Graduate,Single,55,791,0,0,0,0
25061,0,500000,Male,Graduate,Married,54,-20,-20,-17,9908,10039
25062,0,130000,Male,High_School,Single,54,92980,91925,87951,88557,89775
25063,1,20000,Male,High_School,Single,55,16782,18598,18486,17486,17316
25064,0,480000,Male,Graduate,Married,50,0,0,0,0,0
25065,0,240000,Male,High_School,Married,50,116783,115844,123888,125499,129469
25066,0,60000,Male,University,Married,51,37152,36688,37471,45306,53000
25067,1,450000,Male,Graduate,Married,61,136297,138094,139996,141936,143853
25068,0,350000,Male,High_School,Married,65,0,0,-2,0,0
25069,1,130000,Male,University,Married,48,81374,81103,121451,119022,117106
25070,0,240000,Male,Graduate,Married,48,124577,131853,131045,229679,225059
25071,0,50000,Male,University,Single,54,17061,17102,46492,45882,45272
25072,0,60000,Male,University,Single,53,18300,17934,19600,31600,33266
25073,0,20000,Male,Graduate,Single,50,4801,5594,6674,17801,17191
25074,0,30000,Male,University,Married,48,24588,24096,26096,27096,26096
25075,0,400000,Male,Graduate,Married,48,0,0,0,-24,0
25076,0,400000,Male,Graduate,Married,50,7944,9627,11991,11460,13480
25077,0,200000,Male,Graduate,Married,48,-15,4,-27,0,0
25078,0,260000,Male,University,Married,50,56346,83852,94390,107718,115799
25079,0,30000,Male,Graduate,Married,59,2744,0,0,0,0
25080,1,30000,Male,Graduate,Married,52,-620,-620,6939,7379,14168
25081,0,270000,Male,Graduate,Married,54,0,0,-8,0,0
25082,0,260000,Male,High_School,Married,48,129143,136270,147959,154654,150848
25083,0,210000,Male,University,Married,47,-204,-204,-204,-204,0
25084,0,500000,Male,Graduate,Married,51,234677,229983,225383,230713,226027
25085,1,50000,Male,University,Married,49,14701,14789,29179,28632,47051
25086,0,160000,Male,Graduate,Married,53,48755,47552,46455,45442,44381
25087,0,550000,Male,Graduate,Married,53,203011,210711,206496,202367,198320
25088,0,330000,Male,Graduate,Married,54,0,0,0,0,0
25089,1,280000,Male,Graduate,Married,60,0,-1560,-1170,-1170,105
25090,0,400000,Male,Graduate,Married,66,12270,44590,59940,30910,247370
25091,0,300000,Male,Graduate,Married,55,125913,123395,120927,127916,125358
25092,0,20000,Male,University,Married,56,17696,16372,14512,51769,18298
25093,0,280000,Male,Graduate,Married,39,0,-1557,-14,0,0
25094,0,400000,Male,High_School,Single,63,169385,340165,-104,-3,0
25095,0,230000,Male,High_School,Married,58,-40,-40,-40,-11,-11
25096,1,20000,Male,High_School,Single,53,0,0,0,0,11945
25097,1,50000,Male,High_School,Married,55,0,0,0,0,0
25098,0,480000,Male,Graduate,Married,66,0,-5,-62,-106,0
25099,0,360000,Male,Others,Married,50,-233,-233,-233,-233,-233
25100,0,110000,Male,High_School,Married,51,22984,24431,24693,0,0
25101,0,150000,Male,Graduate,Married,51,1200,87726,110606,129954,140178
25102,1,50000,Male,University,Married,54,48847,48196,49335,48882,47810
25103,0,200000,Male,Graduate,Married,54,0,0,0,0,0
25104,0,110000,Male,University,Married,49,25266,24687,78093,105203,103017
25105,0,100000,Male,Graduate,Married,55,14168,16758,13158,29498,10135
25106,0,20000,Male,Graduate,Single,50,-417,363,-37,436,8592
25107,0,30000,Male,University,Married,50,24666,24256,26049,23654,24272
25108,0,230000,Male,University,Married,60,116296,120359,119667,128436,126057
25109,1,50000,Male,High_School,Married,50,11849,11612,10612,9612,8612
25110,0,30000,Male,High_School,Single,53,0,0,0,0,13829
25111,0,50000,Male,High_School,Married,55,14882,13698,12792,0,-420
25112,0,130000,Male,High_School,Married,51,118723,118121,122159,119689,117145
25113,0,50000,Male,University,Married,57,14339,17876,46810,45775,45750
25114,1,360000,Male,Graduate,Married,58,-945,-556,-167,222,-389
25115,0,50000,Male,University,Married,56,15000,18412,21232,23242,23862
25116,1,150000,Male,Graduate,Married,54,0,-1580,-1580,-1580,-2
25117,0,240000,Male,University,Married,56,0,0,0,-390,0
25118,0,500000,Male,Graduate,Married,51,12089,0,0,0,0
25119,0,170000,Male,High_School,Married,61,88677,90094,159597,161824,160521
25120,0,350000,Male,Graduate,Married,50,79742,81586,83954,83713,88592
25121,1,160000,Male,Graduate,Married,51,2412,2457,150,150,150
25122,0,220000,Male,University,Married,50,0,0,200,200,0
25123,0,500000,Male,Others,Married,53,120650,120507,415103,409394,404022
25124,0,460000,Male,Graduate,Married,51,0,1517,0,-196,-196
25125,0,50000,Male,Graduate,Married,50,0,0,0,0,390
25126,0,740000,Male,Graduate,Married,50,258257,275912,285560,304019,303083
25127,0,50000,Male,High_School,Married,50,0,0,0,0,0
25128,0,290000,Male,Graduate,Married,51,141087,145051,145892,206482,215577
25129,0,320000,Male,Graduate,Single,57,128807,147755,148547,229384,231324
25130,0,420000,Male,Graduate,Married,52,0,0,-6,0,0
25131,0,500000,Male,High_School,Married,50,0,0,0,0,0
25132,0,450000,Male,Graduate,Married,52,132639,138198,395092,387190,378535
25133,0,120000,Male,Graduate,Married,54,0,0,0,0,0
25134,0,80000,Male,University,Married,56,44547,44636,47848,52408,60138
25135,0,250000,Male,High_School,Married,56,0,-1190,0,-6706,-21
25136,1,180000,Male,Graduate,Married,75,0,0,0,0,0
25137,0,260000,Male,High_School,Single,52,0,0,0,0,0
25138,0,20000,Male,University,Married,52,0,0,0,0,-8
25139,0,220000,Male,High_School,Married,63,-8,-1,-1,-6,-2
25140,0,90000,Male,Graduate,Married,61,38778,39967,44312,45588,45134
25141,0,210000,Male,University,Married,75,202506,198601,194776,191072,194257
25142,0,300000,Male,High_School,Married,72,3233,0,0,-16,-4
25143,1,30000,Male,High_School,Married,56,27444,28172,28914,29656,30384
25144,0,90000,Male,University,Married,55,29900,26675,22132,19382,14740
25145,1,300000,Male,High_School,Married,56,0,0,0,0,0
25146,1,500000,Male,Graduate,Married,54,496975,497139,499741,519267,500418
25147,0,170000,Female,University,Single,37,107070,106776,106595,50465,0
25148,0,150000,Female,High_School,Single,28,97913,97419,97409,97886,96893
25149,0,360000,Female,University,Single,25,0,0,-11,0,0
25150,0,70000,Female,University,Married,46,25538,28310,57065,67618,67468
25151,0,350000,Female,Graduate,Married,33,-48,-32,-61,-28,-26
25152,0,50000,Female,High_School,Married,27,11769,15029,18301,24635,25830
25153,1,50000,Female,University,Married,27,23139,22658,22338,21012,19657
25154,1,70000,Female,University,Single,26,46969,47127,65439,71851,70094
25155,0,30000,Female,University,Married,24,29476,28215,29945,27785,28570
25156,0,30000,Female,High_School,Married,23,26284,26675,26511,25901,25291
25157,0,260000,Female,University,Married,37,0,36523,0,0,0
25158,1,30000,Female,University,Single,22,339,1129,-341,-341,3009
25159,0,240000,Female,University,Married,34,96181,94257,91711,2496,0
25160,1,80000,Female,Graduate,Single,29,44072,41524,42236,39431,40395
25161,0,40000,Female,Graduate,Single,27,14018,12518,11518,10518,9496
25162,1,130000,Female,Graduate,Single,30,10036,9753,9220,8533,8830
25163,0,60000,Female,High_School,Single,41,30388,28802,58039,56837,55369
25164,0,250000,Female,University,Single,28,0,0,2183,0,0
25165,0,60000,Female,University,Single,25,29446,27119,34840,47235,47916
25166,0,390000,Female,Graduate,Single,27,3339,0,0,0,0
25167,0,110000,Female,High_School,Single,29,25036,24500,23217,21920,22591
25168,0,30000,Female,University,Single,22,20768,23871,26051,27849,25387
25169,0,50000,Female,High_School,Single,23,49628,48746,49839,50977,43267
25170,0,10000,Female,University,Single,21,4557,8335,8517,7898,7162
25171,0,50000,Female,Graduate,Single,22,4135,8763,7763,6763,5763
25172,0,80000,Female,University,Single,22,0,0,0,0,0
25173,0,30000,Female,University,Married,21,23834,28120,28740,28203,27733
25174,1,30000,Female,Graduate,Single,21,23684,25696,18872,29563,30920
25175,0,50000,Female,University,Married,22,28016,27923,32988,49555,43685
25176,0,50000,Female,University,Single,22,28149,28581,50024,48688,48674
25177,0,50000,Female,High_School,Married,22,18424,18362,19799,20433,19444
25178,0,10000,Female,Graduate,Single,22,5781,5377,4372,7527,6527
25179,0,50000,Female,High_School,Single,23,-574,-5574,8388,6880,5506
25180,0,50000,Female,University,Single,23,1739,3148,3621,5187,6908
25181,0,10000,Female,University,Single,22,7660,7696,0,0,7498
25182,1,10000,Female,University,Single,21,0,-20,7260,7956,7260
25183,0,70000,Female,University,Single,22,42585,45128,56171,56036,55297
25184,0,20000,Female,University,Single,22,1931,10639,10983,17831,17079
25185,0,30000,Female,University,Single,22,27729,28181,27845,25109,25523
25186,0,30000,Female,Graduate,Single,22,23000,22000,21824,21814,21894
25187,0,50000,Female,High_School,Single,23,25792,25682,28012,29292,29001
25188,0,100000,Female,University,Married,22,75771,49217,42196,40004,90394
25189,0,30000,Female,University,Single,23,12833,12435,12729,26285,22348
25190,1,20000,Female,University,Single,22,1217,1997,2220,2829,383
25191,1,50000,Female,Graduate,Single,23,47502,46425,45510,43573,43579
25192,0,30000,Female,University,Married,25,29344,31641,32127,32637,35146
25193,1,30000,Female,University,Single,23,26878,26996,27217,26447,25417
25194,0,30000,Female,University,Single,23,25543,27290,26497,21985,13874
25195,0,20000,Female,University,Single,23,0,18104,10104,18534,-3200
25196,1,30000,Female,University,Single,23,14367,14603,12444,12973,11875
25197,0,50000,Female,Graduate,Single,23,8441,8270,7260,6245,26970
25198,0,80000,Female,University,Married,23,0,0,6496,53235,53079
25199,0,30000,Female,University,Single,24,-103,-25,-25,-50,-5
25200,0,10000,Female,University,Single,22,9015,8699,7685,7644,7280
25201,1,30000,Female,University,Single,23,23045,22420,21420,20420,19420
25202,0,20000,Female,Graduate,Single,24,0,0,0,0,-127
25203,0,30000,Female,University,Married,22,-101,-202,-2,0,-3
25204,0,120000,Female,Graduate,Single,23,73993,73926,112835,111204,109624
25205,0,30000,Female,Graduate,Married,23,23608,23054,22054,21054,20000
25206,0,110000,Female,University,Single,23,6035,0,0,0,0
25207,0,30000,Female,University,Single,23,15201,13791,12791,11791,10791
25208,0,80000,Female,University,Single,23,39129,42112,38474,34291,29998
25209,0,20000,Female,Graduate,Single,23,15448,15087,14319,15066,13356
25210,0,170000,Female,High_School,Married,23,20000,22220,24003,25964,24964
25211,0,120000,Female,Graduate,Single,24,9737,12000,13060,12060,11054
25212,0,30000,Female,University,Single,23,0,14525,0,390,-1096
25213,0,50000,Female,Graduate,Single,23,1640,2640,1888,39417,48801
25214,0,200000,Female,University,Married,29,0,0,0,0,0
25215,1,30000,Female,Graduate,Single,23,17775,17366,16359,15341,14297
25216,0,90000,Female,University,Single,23,2965,3714,4204,1832,7710
25217,0,50000,Female,University,Single,24,14225,13459,39008,48647,48465
25218,0,50000,Female,Graduate,Single,23,26661,26128,25128,24128,39128
25219,0,150000,Female,University,Single,24,25277,12527,7853,21833,28311
25220,0,10000,Female,Graduate,Single,24,8962,9264,7264,6259,6524
25221,1,130000,Female,High_School,Single,24,57704,56543,54632,102471,102311
25222,0,70000,Female,University,Single,23,5978,6178,0,0,-14
25223,0,40000,Female,Graduate,Single,23,16061,15967,15781,13245,13788
25224,0,200000,Female,University,Single,24,136350,141090,53441,52329,51276
25225,0,110000,Female,University,Single,25,73490,72808,103827,105805,106024
25226,0,80000,Female,University,Single,25,31329,30586,30218,28028,26403
25227,0,90000,Female,Graduate,Single,24,20292,19886,19385,19501,18501
25228,0,30000,Female,University,Single,24,24900,24846,25012,25238,24948
25229,0,20000,Female,High_School,Single,22,10850,4867,9954,12006,13363
25230,0,30000,Female,Graduate,Single,24,24365,23878,22878,21878,20878
25231,1,230000,Female,University,Single,24,814,0,0,0,0
25232,0,50000,Female,University,Single,24,0,4989,0,0,0
25233,1,80000,Female,University,Single,25,39078,40036,39578,38713,35745
25234,0,130000,Female,University,Single,25,88665,86626,84807,122300,124663
25235,1,150000,Female,Graduate,Single,25,0,0,594,0,0
25236,0,80000,Female,High_School,Married,25,0,0,0,0,0
25237,0,140000,Female,University,Single,26,124342,117195,114851,112554,122896
25238,0,150000,Female,Graduate,Single,26,0,0,35390,34302,36168
25239,0,50000,Female,University,Single,24,31454,34976,45846,44846,47846
25240,0,80000,Female,Graduate,Single,26,12597,10809,10029,53760,58478
25241,0,130000,Female,University,Single,25,51606,49590,47000,49874,43180
25242,0,40000,Female,Graduate,Single,26,0,11416,3522,-326,0
25243,1,140000,Female,University,Single,24,44796,42687,40730,41739,37699
25244,0,30000,Female,Graduate,Single,25,0,19722,26945,25731,-1000
25245,0,500000,Female,University,Single,25,9923,20201,22288,24920,32460
25246,0,270000,Female,University,Single,25,29947,34793,33272,31898,37492
25247,0,60000,Female,University,Single,23,15862,15011,19511,21366,58114
25248,0,120000,Female,University,Single,23,650,1250,1250,1250,1250
25249,0,130000,Female,University,Single,24,38826,38048,36993,35977,34973
25250,0,30000,Female,University,Single,25,0,30890,30880,31827,30127
